flow1,flow2,flow3,flow4,flow5,pressure1,pressure2,pressure3,pressure4,pressure5,pressure6
4.0,3.0,0.0,0.0,3.0,0.499,-0.042,0.005,-0.035,-0.029,-0.037
5.0,4.0,0.0,0.0,4.0,0.489,-0.042,0.005,-0.036,-0.029,-0.04
4.0,4.0,0.0,0.0,3.0,0.495,-0.04,0.005,-0.035,-0.027,-0.037
4.0,3.0,0.0,0.0,3.0,0.488,-0.04,0.006,-0.034,-0.028,-0.039
5.0,4.0,0.0,0.0,3.0,0.5,-0.041,0.005,-0.034,-0.028,-0.036
4.0,4.0,0.0,0.0,4.0,0.476,-0.04,0.005,-0.035,-0.028,-0.038
4.0,4.0,0.0,0.0,3.0,0.497,-0.042,0.005,-0.035,-0.029,-0.036
4.0,3.0,0.0,0.0,3.0,0.492,-0.039,0.005,-0.034,-0.028,-0.038
5.0,4.0,0.0,0.0,3.0,0.51,-0.041,0.005,-0.034,-0.029,-0.039
4.0,4.0,0.0,0.0,3.0,0.507,-0.042,0.005,-0.034,-0.029,-0.038
4.0,3.0,0.0,0.0,3.0,0.514,-0.041,0.006,-0.034,-0.028,-0.037
5.0,4.0,0.0,0.0,4.0,0.496,-0.042,0.004,-0.034,-0.027,-0.039
4.0,3.0,0.0,0.0,3.0,0.515,-0.04,0.006,-0.035,-0.028,-0.038
4.0,4.0,0.0,0.0,3.0,0.518,-0.042,0.005,-0.034,-0.028,-0.037
4.0,4.0,0.0,0.0,3.0,0.51,-0.041,0.005,-0.034,-0.028,-0.036
5.0,4.0,0.0,0.0,3.0,0.508,-0.04,0.005,-0.033,-0.028,-0.036
4.0,3.0,0.0,0.0,3.0,0.497,-0.04,0.005,-0.034,-0.027,-0.038
4.0,4.0,0.0,0.0,3.0,0.486,-0.039,0.006,-0.034,-0.028,-0.035
4.0,3.0,0.0,0.0,3.0,0.507,-0.04,0.006,-0.034,-0.026,-0.037
4.0,4.0,0.0,0.0,3.0,0.479,-0.04,0.006,-0.034,-0.028,-0.035
5.0,4.0,0.0,0.0,4.0,0.496,-0.04,0.007,-0.034,-0.027,-0.038
4.0,3.0,0.0,0.0,3.0,0.508,-0.024,0.01,0.0,-0.002,0.002
15.0,14.0,1.0,0.0,12.0,0.261,-0.014,0.024,-0.002,0.005,-0.005
18.0,18.0,2.0,0.0,15.0,0.267,0.004,0.034,0.007,0.013,0.007
17.0,16.0,1.0,0.0,15.0,0.268,0.006,0.038,0.015,0.014,0.008
17.0,16.0,1.0,0.0,15.0,0.267,0.004,0.038,0.012,0.016,0.007
17.0,17.0,2.0,0.0,15.0,0.257,0.006,0.037,0.011,0.015,0.007
18.0,16.0,1.0,0.0,15.0,0.255,0.004,0.035,0.007,0.013,0.005
17.0,16.0,1.0,0.0,15.0,0.248,0.001,0.032,0.005,0.01,0.002
17.0,16.0,1.0,0.0,15.0,0.26,0.0,0.03,0.003,0.01,0.003
18.0,17.0,2.0,0.0,15.0,0.253,0.0,0.028,0.0,0.006,-0.003
17.0,17.0,1.0,0.0,15.0,0.258,-0.008,0.027,-0.002,0.005,-0.002
18.0,17.0,1.0,0.0,15.0,0.254,-0.008,0.026,-0.002,0.006,-0.003
18.0,17.0,2.0,0.0,16.0,0.259,-0.012,0.026,-0.003,0.001,-0.003
18.0,17.0,1.0,0.0,15.0,0.251,-0.012,0.026,-0.002,0.005,-0.002
18.0,17.0,1.0,0.0,16.0,0.249,-0.009,0.026,-0.002,0.004,-0.007
17.0,16.0,2.0,0.0,15.0,0.253,-0.01,0.026,-0.003,0.001,-0.003
18.0,18.0,1.0,0.0,16.0,0.251,-0.013,0.025,-0.005,0.002,-0.003
18.0,16.0,1.0,0.0,16.0,0.249,-0.013,0.023,-0.006,-0.001,-0.008
18.0,17.0,2.0,0.0,15.0,0.252,-0.01,0.024,-0.005,-0.002,-0.01
18.0,17.0,1.0,0.0,16.0,0.255,-0.012,0.024,-0.005,-0.004,-0.006
17.0,16.0,1.0,0.0,15.0,0.253,-0.012,0.023,-0.005,-0.005,-0.009
18.0,17.0,2.0,0.0,16.0,0.249,-0.013,0.022,-0.008,-0.004,-0.01
18.0,17.0,1.0,0.0,15.0,0.249,-0.011,0.022,-0.006,-0.004,-0.009
18.0,17.0,2.0,0.0,16.0,0.243,-0.013,0.021,-0.009,-0.006,-0.01
18.0,17.0,1.0,0.0,15.0,0.244,-0.012,0.02,-0.009,-0.007,-0.009
18.0,17.0,2.0,0.0,15.0,0.247,-0.016,0.021,-0.008,-0.004,-0.008
18.0,17.0,1.0,0.0,16.0,0.249,-0.015,0.018,-0.01,-0.006,-0.013
18.0,17.0,1.0,0.0,15.0,0.245,-0.017,0.02,-0.01,-0.005,-0.011
18.0,17.0,2.0,0.0,16.0,0.248,-0.016,0.018,-0.011,-0.007,-0.013
18.0,17.0,1.0,0.0,15.0,0.248,-0.014,0.018,-0.012,-0.008,-0.011
18.0,18.0,2.0,0.0,16.0,0.239,-0.019,0.017,-0.012,-0.006,-0.01
18.0,17.0,1.0,0.0,15.0,0.241,-0.018,0.016,-0.012,-0.012,-0.013
18.0,17.0,2.0,0.0,16.0,0.244,-0.017,0.017,-0.014,-0.01,-0.012
19.0,17.0,1.0,0.0,15.0,0.238,-0.017,0.018,-0.011,-0.009,-0.01
18.0,17.0,2.0,0.0,16.0,0.241,-0.017,0.016,-0.013,-0.008,-0.015
18.0,17.0,1.0,0.0,15.0,0.242,-0.018,0.017,-0.011,-0.008,-0.013
18.0,17.0,2.0,0.0,16.0,0.242,-0.018,0.017,-0.011,-0.008,-0.013
18.0,17.0,1.0,0.0,15.0,0.245,-0.019,0.017,-0.013,-0.01,-0.012
18.0,17.0,1.0,0.0,16.0,0.238,-0.021,0.017,-0.011,-0.009,-0.01
18.0,17.0,2.0,0.0,16.0,0.247,-0.018,0.016,-0.011,-0.01,-0.014
18.0,18.0,1.0,0.0,16.0,0.242,-0.018,0.017,-0.013,-0.01,-0.012
20.0,18.0,2.0,0.0,16.0,0.243,-0.019,0.017,-0.009,-0.007,-0.011
18.0,17.0,1.0,0.0,15.0,0.236,-0.019,0.02,-0.009,-0.006,-0.015
18.0,17.0,2.0,0.0,16.0,0.245,-0.017,0.016,-0.014,-0.01,-0.016
17.0,17.0,1.0,0.0,15.0,0.245,-0.019,0.016,-0.013,-0.008,-0.012
19.0,17.0,2.0,0.0,16.0,0.243,-0.018,0.015,-0.016,-0.011,-0.016
17.0,17.0,1.0,0.0,15.0,0.241,-0.019,0.017,-0.01,-0.006,-0.01
18.0,18.0,1.0,0.0,16.0,0.242,-0.018,0.016,-0.015,-0.009,-0.014
19.0,17.0,2.0,0.0,16.0,0.247,-0.017,0.018,-0.012,-0.009,-0.012
18.0,17.0,1.0,0.0,15.0,0.244,-0.018,0.016,-0.016,-0.008,-0.014
18.0,17.0,2.0,0.0,16.0,0.239,-0.019,0.015,-0.013,-0.009,-0.012
18.0,17.0,1.0,0.0,15.0,0.238,-0.016,0.017,-0.011,-0.008,-0.011
18.0,17.0,2.0,0.0,15.0,0.241,-0.018,0.016,-0.014,-0.011,-0.016
18.0,18.0,1.0,0.0,16.0,0.242,-0.019,0.016,-0.012,-0.008,-0.014
18.0,17.0,2.0,0.0,15.0,0.239,-0.019,0.017,-0.015,-0.01,-0.014
18.0,17.0,1.0,0.0,16.0,0.242,-0.018,0.016,-0.014,-0.007,-0.012
18.0,17.0,2.0,0.0,15.0,0.241,-0.018,0.016,-0.013,-0.008,-0.015
19.0,18.0,1.0,0.0,16.0,0.241,-0.02,0.016,-0.013,-0.008,-0.011
18.0,17.0,2.0,0.0,16.0,0.242,-0.022,0.016,-0.013,-0.007,-0.013
18.0,17.0,1.0,0.0,15.0,0.242,-0.016,0.016,-0.012,-0.007,-0.015
18.0,17.0,2.0,0.0,16.0,0.241,-0.019,0.015,-0.015,-0.009,-0.014
18.0,17.0,1.0,0.0,15.0,0.24,-0.021,0.016,-0.014,-0.009,-0.016
18.0,18.0,2.0,0.0,16.0,0.237,-0.019,0.016,-0.013,-0.007,-0.013
19.0,17.0,1.0,0.0,15.0,0.245,-0.018,0.016,-0.011,-0.008,-0.015
17.0,17.0,2.0,0.0,16.0,0.238,-0.018,0.016,-0.012,-0.01,-0.012
19.0,17.0,1.0,0.0,15.0,0.238,-0.019,0.016,-0.013,-0.01,-0.014
18.0,17.0,2.0,0.0,16.0,0.243,-0.018,0.014,-0.017,-0.012,-0.018
18.0,17.0,2.0,0.0,15.0,0.241,-0.019,0.015,-0.014,-0.01,-0.016
18.0,17.0,1.0,0.0,15.0,0.238,-0.019,0.014,-0.015,-0.01,-0.014
18.0,17.0,2.0,0.0,16.0,0.241,-0.019,0.016,-0.013,-0.007,-0.013
18.0,17.0,1.0,0.0,16.0,0.236,-0.02,0.014,-0.015,-0.012,-0.014
18.0,17.0,1.0,0.0,15.0,0.238,-0.018,0.016,-0.014,-0.01,-0.012
18.0,17.0,2.0,0.0,16.0,0.242,-0.017,0.016,-0.012,-0.008,-0.016
18.0,17.0,1.0,0.0,16.0,0.239,-0.018,0.017,-0.012,-0.009,-0.013
18.0,18.0,1.0,0.0,15.0,0.237,-0.02,0.015,-0.014,-0.008,-0.012
19.0,17.0,2.0,0.0,16.0,0.238,-0.02,0.014,-0.014,-0.008,-0.014
18.0,17.0,1.0,0.0,16.0,0.242,-0.02,0.016,-0.014,-0.009,-0.014
18.0,17.0,1.0,0.0,16.0,0.244,-0.019,0.014,-0.015,-0.012,-0.015
18.0,17.0,2.0,0.0,15.0,0.231,-0.023,0.014,-0.016,-0.008,-0.014
18.0,18.0,1.0,0.0,16.0,0.234,-0.026,0.013,-0.015,-0.008,-0.014
18.0,16.0,1.0,0.0,16.0,0.238,-0.022,0.011,-0.02,-0.012,-0.017
18.0,17.0,2.0,0.0,16.0,0.239,-0.022,0.012,-0.017,-0.011,-0.017
19.0,18.0,1.0,0.0,15.0,0.243,-0.021,0.014,-0.018,-0.012,-0.017
17.0,17.0,1.0,0.0,16.0,0.241,-0.022,0.012,-0.017,-0.01,-0.014
19.0,17.0,2.0,0.0,16.0,0.233,-0.021,0.013,-0.015,-0.009,-0.016
18.0,17.0,1.0,0.0,15.0,0.243,-0.02,0.014,-0.015,-0.01,-0.014
19.0,18.0,1.0,0.0,16.0,0.239,-0.019,0.014,-0.015,-0.012,-0.013
18.0,18.0,2.0,0.0,16.0,0.241,-0.019,0.013,-0.015,-0.012,-0.014
18.0,17.0,1.0,0.0,15.0,0.243,-0.02,0.014,-0.015,-0.01,-0.013
18.0,17.0,2.0,0.0,16.0,0.239,-0.021,0.013,-0.018,-0.012,-0.012
18.0,17.0,1.0,0.0,16.0,0.239,-0.02,0.013,-0.016,-0.011,-0.018
18.0,17.0,1.0,0.0,16.0,0.242,-0.019,0.014,-0.018,-0.012,-0.017
18.0,17.0,2.0,0.0,15.0,0.232,-0.026,0.01,-0.018,-0.012,-0.014
18.0,18.0,1.0,0.0,16.0,0.241,-0.022,0.013,-0.016,-0.01,-0.015
19.0,17.0,2.0,0.0,16.0,0.238,-0.022,0.011,-0.018,-0.012,-0.017
18.0,17.0,1.0,0.0,15.0,0.241,-0.023,0.014,-0.015,-0.01,-0.013
18.0,18.0,1.0,0.0,16.0,0.244,-0.02,0.014,-0.015,-0.011,-0.016
18.0,17.0,2.0,0.0,16.0,0.243,-0.019,0.013,-0.017,-0.012,-0.016
17.0,17.0,1.0,0.0,15.0,0.24,-0.02,0.013,-0.017,-0.013,-0.016
19.0,18.0,2.0,0.0,16.0,0.24,-0.022,0.012,-0.017,-0.011,-0.015
18.0,17.0,1.0,0.0,15.0,0.241,-0.024,0.011,-0.018,-0.013,-0.017
18.0,17.0,2.0,0.0,16.0,0.233,-0.021,0.012,-0.017,-0.012,-0.019
18.0,17.0,1.0,0.0,16.0,0.227,-0.023,0.014,-0.014,-0.011,-0.017
18.0,17.0,1.0,0.0,16.0,0.238,-0.02,0.012,-0.017,-0.01,-0.017
18.0,17.0,2.0,0.0,15.0,0.233,-0.023,0.013,-0.016,-0.012,-0.016
19.0,17.0,1.0,0.0,16.0,0.238,-0.022,0.012,-0.017,-0.011,-0.015
18.0,18.0,2.0,1.0,16.0,0.24,-0.022,0.012,-0.016,-0.012,-0.018
18.0,17.0,1.0,0.0,15.0,0.236,-0.023,0.012,-0.016,-0.008,-0.016
18.0,17.0,1.0,0.0,16.0,0.24,-0.021,0.012,-0.017,-0.012,-0.014
18.0,17.0,2.0,0.0,16.0,0.232,-0.022,0.013,-0.015,-0.01,-0.015
19.0,17.0,1.0,0.0,15.0,0.232,-0.024,0.012,-0.016,-0.012,-0.016
18.0,18.0,2.0,0.0,16.0,0.231,-0.021,0.012,-0.017,-0.014,-0.018
18.0,17.0,1.0,0.0,16.0,0.233,-0.02,0.012,-0.018,-0.014,-0.018
18.0,17.0,1.0,0.0,16.0,0.24,-0.021,0.013,-0.016,-0.011,-0.014
18.0,17.0,2.0,0.0,15.0,0.234,-0.022,0.01,-0.021,-0.014,-0.019
18.0,17.0,1.0,0.0,16.0,0.237,-0.022,0.011,-0.02,-0.013,-0.019
19.0,18.0,2.0,0.0,16.0,0.239,-0.018,0.015,-0.017,-0.012,-0.017
18.0,17.0,1.0,0.0,15.0,0.241,-0.023,0.013,-0.016,-0.012,-0.014
18.0,17.0,1.0,0.0,16.0,0.235,-0.02,0.012,-0.017,-0.013,-0.016
19.0,17.0,2.0,0.0,15.0,0.239,-0.021,0.012,-0.017,-0.015,-0.019
18.0,18.0,1.0,0.0,16.0,0.234,-0.021,0.014,-0.016,-0.01,-0.014
18.0,17.0,2.0,0.0,15.0,0.234,-0.023,0.013,-0.017,-0.01,-0.013
18.0,17.0,1.0,0.0,16.0,0.235,-0.022,0.013,-0.016,-0.011,-0.013
18.0,17.0,2.0,0.0,15.0,0.236,-0.02,0.013,-0.015,-0.008,-0.016
18.0,17.0,1.0,0.0,16.0,0.239,-0.023,0.012,-0.017,-0.008,-0.016
18.0,17.0,2.0,0.0,15.0,0.239,-0.02,0.014,-0.015,-0.009,-0.011
18.0,17.0,1.0,0.0,16.0,0.236,-0.023,0.012,-0.017,-0.01,-0.016
19.0,17.0,2.0,0.0,15.0,0.24,-0.02,0.013,-0.017,-0.011,-0.015
18.0,18.0,1.0,0.0,15.0,0.238,-0.021,0.012,-0.016,-0.011,-0.017
18.0,17.0,2.0,0.0,16.0,0.241,-0.019,0.01,-0.017,-0.012,-0.019
18.0,17.0,1.0,0.0,15.0,0.237,-0.023,0.01,-0.016,-0.011,-0.014
18.0,17.0,1.0,0.0,16.0,0.237,-0.019,0.012,-0.015,-0.01,-0.016
19.0,17.0,2.0,0.0,15.0,0.235,-0.021,0.01,-0.017,-0.014,-0.018
18.0,18.0,1.0,0.0,15.0,0.237,-0.022,0.011,-0.016,-0.012,-0.015
18.0,17.0,2.0,0.0,16.0,0.237,-0.02,0.01,-0.018,-0.016,-0.019
18.0,17.0,1.0,0.0,15.0,0.237,-0.024,0.009,-0.015,-0.011,-0.014
19.0,17.0,2.0,0.0,16.0,0.241,-0.021,0.01,-0.016,-0.013,-0.017
18.0,17.0,1.0,0.0,16.0,0.238,-0.02,0.01,-0.018,-0.014,-0.019
18.0,17.0,2.0,0.0,15.0,0.233,-0.022,0.008,-0.019,-0.015,-0.019
18.0,17.0,1.0,0.0,16.0,0.23,-0.025,0.01,-0.019,-0.012,-0.017
18.0,16.0,2.0,0.0,16.0,0.208,-0.025,0.005,-0.019,-0.016,-0.02
19.0,10.0,1.0,0.0,16.0,0.2,-0.027,0.006,-0.018,-0.013,-0.019
20.0,9.0,2.0,0.0,17.0,0.209,-0.026,0.005,-0.021,-0.017,-0.02
19.0,10.0,1.0,0.0,17.0,0.205,-0.027,0.005,-0.02,-0.016,-0.021
19.0,9.0,2.0,0.0,16.0,0.206,-0.029,0.004,-0.023,-0.016,-0.021
20.0,9.0,1.0,0.0,17.0,0.21,-0.025,0.005,-0.02,-0.016,-0.022
19.0,9.0,2.0,0.0,16.0,0.21,-0.024,0.005,-0.02,-0.014,-0.019
19.0,9.0,1.0,0.0,17.0,0.206,-0.027,0.003,-0.022,-0.017,-0.022
19.0,9.0,2.0,0.0,17.0,0.212,-0.023,0.005,-0.021,-0.017,-0.021
19.0,9.0,1.0,0.0,16.0,0.212,-0.022,0.007,-0.018,-0.015,-0.017
20.0,9.0,2.0,0.0,17.0,0.208,-0.026,0.004,-0.02,-0.017,-0.021
19.0,8.0,1.0,0.0,17.0,0.211,-0.027,0.003,-0.023,-0.018,-0.022
20.0,10.0,2.0,0.0,17.0,0.21,-0.026,0.004,-0.02,-0.015,-0.019
19.0,8.0,1.0,0.0,16.0,0.208,-0.023,0.005,-0.019,-0.017,-0.02
19.0,9.0,2.0,0.0,17.0,0.207,-0.024,0.004,-0.023,-0.02,-0.022
19.0,9.0,1.0,0.0,17.0,0.211,-0.024,0.005,-0.02,-0.017,-0.022
19.0,9.0,1.0,0.0,16.0,0.21,-0.021,0.003,-0.02,-0.019,-0.023
19.0,8.0,2.0,0.0,17.0,0.206,-0.029,0.003,-0.022,-0.018,-0.024
19.0,9.0,1.0,0.0,17.0,0.209,-0.026,0.004,-0.022,-0.019,-0.024
19.0,8.0,2.0,0.0,17.0,0.201,-0.029,-0.001,-0.028,-0.023,-0.029
20.0,9.0,2.0,0.0,16.0,0.205,-0.029,0.001,-0.025,-0.021,-0.023
19.0,8.0,1.0,0.0,17.0,0.203,-0.031,0.001,-0.023,-0.017,-0.022
19.0,9.0,2.0,0.0,17.0,0.209,-0.028,0.001,-0.025,-0.02,-0.026
19.0,8.0,1.0,0.0,17.0,0.208,-0.031,0.0,-0.023,-0.019,-0.024
19.0,9.0,2.0,0.0,16.0,0.207,-0.028,0.002,-0.023,-0.019,-0.022
19.0,9.0,1.0,0.0,17.0,0.205,-0.033,-0.002,-0.028,-0.022,-0.027
20.0,8.0,2.0,0.0,16.0,0.207,-0.03,0.001,-0.025,-0.02,-0.023
19.0,8.0,1.0,0.0,17.0,0.205,-0.029,0.001,-0.023,-0.019,-0.023
19.0,9.0,2.0,0.0,17.0,0.206,-0.028,0.002,-0.023,-0.018,-0.022
19.0,8.0,1.0,0.0,16.0,0.198,-0.034,-0.003,-0.028,-0.023,-0.027
19.0,8.0,2.0,0.0,17.0,0.203,-0.032,-0.001,-0.027,-0.021,-0.025
19.0,9.0,2.0,0.0,16.0,0.204,-0.033,-0.001,-0.027,-0.022,-0.028
20.0,8.0,1.0,0.0,17.0,0.203,-0.031,-0.001,-0.027,-0.022,-0.029
19.0,9.0,2.0,0.0,16.0,0.205,-0.03,0.0,-0.025,-0.022,-0.022
19.0,8.0,1.0,0.0,17.0,0.206,-0.031,0.0,-0.028,-0.021,-0.027
19.0,8.0,2.0,0.0,16.0,0.201,-0.036,-0.005,-0.029,-0.025,-0.029
19.0,9.0,1.0,0.0,17.0,0.197,-0.037,-0.007,-0.033,-0.026,-0.03
19.0,8.0,2.0,0.0,17.0,0.206,-0.041,-0.009,-0.034,-0.028,-0.033
19.0,8.0,1.0,0.0,17.0,0.196,-0.04,-0.011,-0.036,-0.029,-0.033
20.0,9.0,2.0,0.0,17.0,0.193,-0.042,-0.01,-0.035,-0.029,-0.034
20.0,8.0,2.0,0.0,16.0,0.198,-0.038,-0.008,-0.032,-0.027,-0.035
19.0,9.0,1.0,0.0,17.0,0.197,-0.039,-0.011,-0.036,-0.03,-0.036
19.0,8.0,2.0,0.0,17.0,0.201,-0.038,-0.009,-0.034,-0.031,-0.035
20.0,8.0,1.0,0.0,17.0,0.2,-0.041,-0.01,-0.036,-0.031,-0.035
19.0,9.0,2.0,0.0,17.0,0.198,-0.04,-0.01,-0.034,-0.029,-0.033
20.0,8.0,2.0,0.0,17.0,0.198,-0.039,-0.011,-0.033,-0.029,-0.035
19.0,8.0,1.0,0.0,17.0,0.198,-0.041,-0.011,-0.036,-0.029,-0.033
20.0,8.0,2.0,0.0,17.0,0.204,-0.029,0.0,-0.026,-0.022,-0.029
19.0,9.0,1.0,0.0,17.0,0.202,-0.037,-0.009,-0.034,-0.029,-0.034
19.0,8.0,2.0,0.0,17.0,0.2,-0.037,-0.007,-0.031,-0.025,-0.03
20.0,8.0,2.0,0.0,17.0,0.204,-0.037,-0.008,-0.036,-0.03,-0.035
20.0,9.0,1.0,0.0,16.0,0.193,-0.04,-0.007,-0.032,-0.027,-0.031
19.0,8.0,2.0,0.0,17.0,0.198,-0.038,-0.008,-0.034,-0.028,-0.033
19.0,8.0,1.0,0.0,17.0,0.202,-0.036,-0.006,-0.034,-0.027,-0.032
19.0,8.0,2.0,0.0,16.0,0.197,-0.036,-0.005,-0.03,-0.025,-0.028
20.0,8.0,2.0,0.0,17.0,0.2,-0.037,-0.007,-0.029,-0.027,-0.032
20.0,9.0,1.0,0.0,17.0,0.199,-0.038,-0.008,-0.033,-0.027,-0.033
19.0,8.0,2.0,0.0,17.0,0.199,-0.035,-0.008,-0.033,-0.029,-0.035
20.0,8.0,2.0,0.0,17.0,0.203,-0.034,-0.005,-0.031,-0.025,-0.031
19.0,8.0,1.0,0.0,17.0,0.2,-0.037,-0.007,-0.032,-0.026,-0.031
20.0,9.0,2.0,0.0,17.0,0.204,-0.036,-0.008,-0.032,-0.028,-0.032
19.0,8.0,2.0,0.0,17.0,0.204,-0.038,-0.009,-0.033,-0.027,-0.032
19.0,8.0,1.0,0.0,17.0,0.2,-0.036,-0.004,-0.031,-0.025,-0.03
19.0,8.0,2.0,0.0,17.0,0.2,-0.041,-0.008,-0.031,-0.028,-0.032
20.0,8.0,2.0,0.0,16.0,0.2,-0.035,-0.007,-0.032,-0.027,-0.033
19.0,8.0,1.0,0.0,17.0,0.2,-0.039,-0.007,-0.03,-0.025,-0.028
20.0,8.0,2.0,0.0,17.0,0.2,-0.039,-0.008,-0.033,-0.026,-0.03
20.0,8.0,2.0,0.0,17.0,0.207,-0.033,-0.007,-0.031,-0.026,-0.03
19.0,8.0,1.0,0.0,16.0,0.2,-0.036,-0.007,-0.031,-0.025,-0.032
19.0,8.0,2.0,0.0,17.0,0.201,-0.034,-0.006,-0.031,-0.025,-0.032
20.0,8.0,2.0,0.0,17.0,0.203,-0.035,-0.006,-0.031,-0.026,-0.028
19.0,8.0,1.0,0.0,16.0,0.197,-0.036,-0.005,-0.031,-0.023,-0.029
20.0,8.0,2.0,0.0,17.0,0.202,-0.033,-0.005,-0.028,-0.023,-0.03
19.0,8.0,1.0,0.0,17.0,0.2,-0.035,-0.005,-0.032,-0.025,-0.029
19.0,8.0,2.0,0.0,17.0,0.2,-0.035,-0.008,-0.031,-0.027,-0.03
20.0,8.0,1.0,0.0,17.0,0.199,-0.038,-0.008,-0.032,-0.026,-0.032
19.0,8.0,2.0,0.0,17.0,0.197,-0.038,-0.006,-0.031,-0.025,-0.031
20.0,8.0,1.0,0.0,17.0,0.199,-0.041,-0.012,-0.036,-0.03,-0.032
19.0,8.0,1.0,0.0,17.0,0.2,-0.038,-0.008,-0.033,-0.03,-0.037
20.0,8.0,2.0,0.0,16.0,0.202,-0.04,-0.01,-0.037,-0.028,-0.032
19.0,8.0,1.0,0.0,17.0,0.203,-0.038,-0.009,-0.033,-0.029,-0.035
19.0,8.0,2.0,0.0,17.0,0.2,-0.041,-0.012,-0.036,-0.03,-0.038
20.0,8.0,1.0,0.0,17.0,0.199,-0.039,-0.011,-0.034,-0.029,-0.032
20.0,8.0,2.0,0.0,17.0,0.201,-0.04,-0.012,-0.037,-0.032,-0.037
20.0,8.0,1.0,0.0,17.0,0.195,-0.041,-0.01,-0.034,-0.03,-0.032
19.0,8.0,2.0,0.0,17.0,0.202,-0.039,-0.01,-0.036,-0.032,-0.035
20.0,8.0,1.0,0.0,17.0,0.2,-0.04,-0.012,-0.037,-0.031,-0.036
20.0,9.0,2.0,0.0,17.0,0.194,-0.042,-0.014,-0.036,-0.033,-0.036
20.0,8.0,1.0,0.0,17.0,0.196,-0.043,-0.012,-0.038,-0.034,-0.036
20.0,8.0,2.0,0.0,17.0,0.197,-0.044,-0.014,-0.042,-0.034,-0.042
19.0,8.0,2.0,0.0,17.0,0.197,-0.044,-0.016,-0.04,-0.034,-0.038
20.0,8.0,1.0,0.0,17.0,0.193,-0.044,-0.012,-0.036,-0.033,-0.036
20.0,8.0,2.0,0.0,17.0,0.191,-0.042,-0.015,-0.04,-0.036,-0.039
19.0,8.0,1.0,0.0,16.0,0.198,-0.042,-0.013,-0.036,-0.032,-0.035
20.0,7.0,2.0,0.0,17.0,0.196,-0.046,-0.015,-0.041,-0.035,-0.039
19.0,8.0,2.0,0.0,17.0,0.194,-0.042,-0.013,-0.038,-0.032,-0.04
20.0,8.0,1.0,0.0,16.0,0.193,-0.039,-0.012,-0.038,-0.033,-0.038
19.0,8.0,2.0,0.0,17.0,0.197,-0.043,-0.014,-0.04,-0.033,-0.037
20.0,8.0,1.0,0.0,17.0,0.198,-0.041,-0.013,-0.036,-0.032,-0.037
19.0,8.0,2.0,0.0,17.0,0.194,-0.042,-0.012,-0.037,-0.029,-0.034
20.0,8.0,1.0,0.0,17.0,0.194,-0.041,-0.007,-0.032,-0.022,-0.026
19.0,8.0,2.0,0.0,16.0,0.206,-0.029,-0.003,-0.029,-0.027,-0.034
20.0,8.0,2.0,0.0,17.0,0.2,-0.036,-0.007,-0.033,-0.026,-0.032
19.0,8.0,1.0,0.0,17.0,0.207,-0.036,-0.006,-0.03,-0.025,-0.026
19.0,7.0,2.0,0.0,17.0,0.2,-0.035,-0.007,-0.031,-0.025,-0.03
20.0,8.0,1.0,0.0,17.0,0.202,-0.035,-0.005,-0.029,-0.025,-0.028
19.0,8.0,2.0,0.0,17.0,0.202,-0.036,-0.005,-0.031,-0.025,-0.029
19.0,8.0,1.0,0.0,16.0,0.199,-0.036,-0.006,-0.031,-0.024,-0.029
19.0,8.0,2.0,0.0,17.0,0.201,-0.035,-0.007,-0.03,-0.026,-0.031
19.0,8.0,2.0,0.0,17.0,0.199,-0.036,-0.005,-0.031,-0.023,-0.028
19.0,8.0,1.0,0.0,16.0,0.204,-0.039,-0.008,-0.033,-0.025,-0.031
19.0,7.0,2.0,0.0,17.0,0.198,-0.036,-0.007,-0.032,-0.025,-0.03
20.0,8.0,1.0,0.0,17.0,0.197,-0.038,-0.009,-0.034,-0.026,-0.032
19.0,8.0,2.0,0.0,17.0,0.197,-0.033,-0.003,-0.03,-0.023,-0.03
19.0,8.0,1.0,0.0,17.0,0.194,-0.039,-0.007,-0.032,-0.025,-0.035
20.0,7.0,2.0,0.0,16.0,0.198,-0.034,-0.005,-0.031,-0.025,-0.029
20.0,8.0,1.0,0.0,17.0,0.203,-0.037,-0.005,-0.029,-0.025,-0.03
19.0,8.0,2.0,0.0,16.0,0.201,-0.035,-0.005,-0.032,-0.027,-0.034
19.0,8.0,2.0,0.0,17.0,0.199,-0.037,-0.006,-0.029,-0.023,-0.029
19.0,8.0,1.0,0.0,16.0,0.198,-0.037,-0.008,-0.035,-0.029,-0.034
20.0,8.0,2.0,0.0,17.0,0.201,-0.037,-0.008,-0.032,-0.026,-0.033
19.0,8.0,1.0,0.0,16.0,0.196,-0.037,-0.007,-0.033,-0.027,-0.033
19.0,8.0,2.0,0.0,17.0,0.203,-0.037,-0.007,-0.03,-0.027,-0.032
20.0,8.0,1.0,0.0,16.0,0.198,-0.036,-0.004,-0.029,-0.024,-0.027
19.0,7.0,2.0,0.0,17.0,0.198,-0.04,-0.008,-0.034,-0.027,-0.033
20.0,8.0,2.0,0.0,17.0,0.2,-0.035,-0.007,-0.031,-0.027,-0.032
19.0,8.0,1.0,0.0,16.0,0.202,-0.035,-0.002,-0.029,-0.021,-0.028
19.0,8.0,2.0,0.0,16.0,0.204,-0.035,-0.005,-0.031,-0.025,-0.029
